"","A_1","A_2","CO_1","CO_2","CO_3","H2_1","H2_2","H2_3","S_1","S_2","S_3"
"BFJEKD_07160",5803,4399,6164,4100,7785,5928,4939,4524,6080,6483,3092
"BFJEKD_07165",2420,3518,1442,1098,2093,3986,3623,2137,1824,1668,999
"BFJEKD_07170",1992,3378,1788,1262,1909,3048,3439,1846,2912,1379,1038
"BFJEKD_07175",330,1373,259,236,224,765,820,543,288,338,214
"BFJEKD_07180",314,1393,183,161,193,1057,524,402,249,257,167
"BFJEKD_07185",294,1306,252,198,295,414,282,250,213,288,164
"BFJEKD_07190",425,1317,1301,1120,1469,1262,1073,1235,672,1819,1092
"BFJEKD_07195",1058,1487,1740,1513,1515,1530,1999,2580,1661,1685,1626
"BFJEKD_07200",6398,8018,4267,4606,2090,1565,2021,5493,600,2885,8849
"BFJEKD_07205",976,1445,808,899,815,1137,993,1239,421,990,1859
"BFJEKD_07210",1812,1532,1476,1529,1740,1193,1210,1689,887,2085,2090
"BFJEKD_07215",4891,2806,2660,2690,2820,2071,2064,3055,1720,2175,4041
"BFJEKD_07220",3079,3285,1474,1892,1280,3028,2897,2136,1536,1209,2867
"BFJEKD_07230",67,95,118,88,99,180,242,118,273,82,77
"BFJEKD_07235",509,494,608,567,499,790,973,933,415,590,611
"BFJEKD_07240",165,508,317,196,275,575,731,462,218,248,223
"BFJEKD_07245",429,991,922,605,1286,2228,1856,1531,514,1099,842
"BFJEKD_07250",129,204,293,231,448,252,215,310,111,433,261
"BFJEKD_07255",36,96,94,70,129,82,62,103,48,118,88
"BFJEKD_07260",85,303,330,171,337,160,181,243,142,359,315
"BFJEKD_07265",34,73,314,110,276,108,93,171,66,320,268
"BFJEKD_07270",54,158,445,175,430,144,177,183,117,453,306
"BFJEKD_07275",90,140,467,361,534,212,277,213,232,455,362
"BFJEKD_07280",258,335,535,514,668,470,555,436,570,555,534
"BFJEKD_07285",1432,2046,1826,1060,1060,1480,1396,2306,825,1413,2859
"BFJEKD_07290",95,145,290,353,285,209,218,176,512,333,223
"BFJEKD_07295",57,136,102,118,121,62,100,57,164,123,92
"BFJEKD_07300",208,539,519,556,545,224,305,301,509,575,436
"BFJEKD_07305",453,461,1984,1422,1607,341,375,877,789,1982,1522
"BFJEKD_07310",1288,1653,11850,4935,8961,598,851,3936,1704,8425,6745
"BFJEKD_07315",926,763,3034,2806,2534,473,612,1539,2110,2990,2818
"BFJEKD_07320",93,128,450,390,339,275,240,281,278,337,448
"BFJEKD_07325",300,332,560,681,460,1195,1303,558,1115,574,648
"BFJEKD_07330",710,670,1377,1509,1347,1603,2877,1529,1758,1113,1379
"BFJEKD_07335",3503,1365,12036,10034,7819,6461,12386,6967,15435,5652,6302
"BFJEKD_07340",333,523,595,545,426,756,1031,754,249,417,480
"BFJEKD_07345",835,283,136,820,83,165,192,175,484,289,384
"BFJEKD_07350",713,373,426,934,292,298,601,582,339,383,849
"BFJEKD_07355",373,1104,563,326,362,677,658,670,169,382,781
"BFJEKD_07360",150,450,230,297,282,263,242,414,195,444,468
"BFJEKD_07365",1711,2531,1791,1296,2062,1650,1746,3176,1051,2245,2059
"BFJEKD_07370",620,857,522,515,490,460,736,677,303,609,606
"BFJEKD_07375",216,415,619,555,871,825,1011,532,1156,740,333
"BFJEKD_07380",655,1284,1119,924,1597,1443,2017,1209,941,1199,665
"BFJEKD_07385",69,450,206,165,260,319,276,166,204,329,162
"BFJEKD_07390",7009,1762,3253,10141,2271,1671,2440,2528,9029,2094,6120
"BFJEKD_07395",1060,1692,258,479,128,724,992,425,259,176,724
"BFJEKD_07400",3182,6433,9371,7221,11832,5456,4932,5808,10694,9669,3684
"BFJEKD_07405",233,730,829,714,1144,992,727,597,1065,873,460
"BFJEKD_07410",164,1049,381,425,721,823,493,450,651,663,396
"BFJEKD_07415",265,1457,355,432,672,549,383,404,871,539,303
"BFJEKD_07420",68,1096,375,251,377,224,190,220,237,333,213
"BFJEKD_07425",2104,3757,6800,6039,6990,3780,5372,5798,7680,7866,4593
"BFJEKD_07430",14567,6710,12007,43034,11551,12203,26629,14386,94258,8182,8192
"BFJEKD_07435",2251,18420,5181,11030,4244,10745,15311,6572,12302,3700,4487
"BFJEKD_07440",21777,25059,2850,6522,2278,2469,4739,6339,6765,2302,4985
"BFJEKD_07445",42074,74836,15939,26277,10762,8016,16005,24530,25586,10470,24321
"BFJEKD_07450",212,343,373,337,360,407,493,292,604,486,216
"BFJEKD_07455",1102,679,799,1543,732,898,1566,1280,5115,719,1174
"BFJEKD_07460",1433,1109,330,759,320,621,1189,615,2107,346,574
"BFJEKD_07465",2535,1948,245,355,247,1419,1335,290,743,239,173
"BFJEKD_07470",215,446,107,100,79,306,251,102,185,84,83
"BFJEKD_07475",51,177,139,121,205,431,335,166,244,192,95
"BFJEKD_07480",7,45,33,33,34,86,59,34,53,53,30
"BFJEKD_07485",94,167,133,118,177,304,269,180,288,159,130
"BFJEKD_07490",31608,61838,22220,23192,22742,38553,53151,42842,66056,21002,20372
"BFJEKD_07495",2640,5723,1366,1446,1270,5165,5338,2932,2734,1705,1272
"BFJEKD_07500",2268,7581,3065,1885,2894,10223,8858,5196,2562,2604,1922
"BFJEKD_07505",483,1529,531,426,698,2862,1950,1264,220,658,613
"BFJEKD_07510",3354,5382,3565,5050,3478,5323,9388,6649,5266,3521,4377
"BFJEKD_07515",1087,2060,959,1047,1217,3304,3040,2333,1018,1315,1398
"BFJEKD_07520",311,679,216,406,249,870,960,581,236,417,443
"BFJEKD_07525",391,1179,654,657,844,1520,1312,1421,800,1047,699
"BFJEKD_07530",312,638,323,455,299,794,622,501,875,460,332
"BFJEKD_07535",5632,3110,1556,5088,2064,1873,3466,1539,12424,1647,1690
"BFJEKD_07540",3134,4929,8731,5465,16869,10296,9937,7437,11002,12023,4610
"BFJEKD_07545",255,369,1350,790,2407,1443,1180,946,605,2676,938
"BFJEKD_07550",1640,2262,1670,2162,1355,10395,12799,3838,5551,1673,1631
"BFJEKD_07555",2359,5124,1721,2030,2196,24085,13892,6110,4706,1812,1606
"BFJEKD_07560",216,517,539,713,707,2253,1424,1028,1908,835,474
"BFJEKD_07565",1349,8237,10188,7815,10437,14248,11271,10883,13215,11837,7076
"BFJEKD_07570",89,342,449,325,536,352,300,345,375,516,211
"BFJEKD_07575",281,645,1232,1058,1244,2606,2354,1198,2470,1376,693
"BFJEKD_07580",361,1188,1887,1346,1973,3132,2618,1766,2035,1955,872
"BFJEKD_07585",619,6445,6329,3145,7285,13043,6345,5183,2816,5845,3059
"BFJEKD_07590",2075,1989,2637,4117,1867,1066,1352,1690,5976,1693,2983
"BFJEKD_07595",1473,4078,2001,2430,1992,3122,3764,3306,2706,1821,1911
"BFJEKD_07600",30873,36222,7109,4722,8496,8652,12130,11957,8323,6505,5875
"BFJEKD_07605",549,643,355,504,318,556,739,608,350,410,422
"BFJEKD_07610",3229,6043,5138,4245,6458,6895,8770,5857,4242,5322,4067
"BFJEKD_07615",243,632,424,336,440,759,671,377,433,539,350
"BFJEKD_07620",67,107,150,90,134,169,130,113,36,154,129
"BFJEKD_07625",693,345,1112,508,872,610,718,1320,288,1072,812
"BFJEKD_07630",29198,2279,17320,4819,14383,1808,3485,15826,2044,14404,11477
"BFJEKD_07635",266,159,372,237,528,190,192,324,449,441,315
"BFJEKD_07640",522,599,846,396,931,540,440,955,609,795,794
"BFJEKD_07645",550,1345,1278,968,2110,4218,2966,1536,682,2038,1261
"BFJEKD_07650",545,1247,3994,2984,4984,4135,5624,3130,2682,4825,2557
"BFJEKD_07655",269,441,522,559,384,471,803,573,737,477,384
"BFJEKD_07660",471,1258,2128,1592,1843,3088,4276,2138,2030,1708,1678
"BFJEKD_07665",1136,2917,1789,1528,2913,8768,6342,3614,832,2247,1744
"BFJEKD_07670",770,2818,2883,2622,3745,6885,7020,4444,5382,3442,1704
"BFJEKD_07675",163,873,842,617,1091,2238,1520,2266,904,688,516
"BFJEKD_07680",319,1315,6477,4406,4069,5824,6814,8821,1495,4831,4006
"BFJEKD_07685",28,97,170,153,115,442,340,321,82,219,120
"BFJEKD_07690",6636,17860,13735,9799,8521,11779,19282,20400,12181,9380,8556
"BFJEKD_07695",728,330,73,195,70,118,207,92,162,76,116
"BFJEKD_07700",2975,1624,439,891,390,589,763,436,1126,410,538
"BFJEKD_07705",6539,2362,6000,4476,7443,4567,5084,6207,4979,5074,3790
"BFJEKD_07710",607,353,681,613,932,1085,1120,598,1047,654,416
"BFJEKD_07715",2093,2516,10431,8633,10170,11526,11940,6804,19781,8365,6602
"BFJEKD_07720",1639,1377,2715,3885,2840,3503,4792,2143,13867,3175,2029
"BFJEKD_07725",262,442,365,451,494,513,472,466,624,650,551
"BFJEKD_07730",158,1195,423,292,657,548,502,433,315,589,650
"BFJEKD_07735",271,2428,686,334,834,1041,813,619,344,716,816
"BFJEKD_07740",2194,16538,3379,1906,2341,3799,3925,2080,2453,2424,2488
"BFJEKD_07745",898,1078,1343,987,899,4077,4818,2265,872,770,1004
"BFJEKD_07755",2866,3995,3572,5335,5013,4942,5231,3950,6074,4151,3505
"BFJEKD_07760",334,578,739,638,790,1396,1179,775,841,894,653
"BFJEKD_07765",605,1357,1305,1133,2469,4358,3618,5258,2283,2233,829
"BFJEKD_07770",3359,4539,32519,14155,25282,8524,11460,26113,20119,28677,10778
"BFJEKD_07775",1701,477,325,541,290,321,286,556,425,266,470
"BFJEKD_07780",2058,687,474,800,394,540,475,763,572,581,825
"BFJEKD_07785",75,175,264,250,242,392,550,325,237,310,242
"BFJEKD_07790",8207,4322,1111,1879,1001,743,820,820,2556,970,1598
"BFJEKD_07795",8958,6624,1573,4307,2004,1247,1496,1631,4306,2257,4315
"BFJEKD_07800",1364,1722,3268,2068,2272,1859,2899,3385,2717,2067,2039
"BFJEKD_07805",1356,2109,2675,1557,2168,2309,2962,3511,2657,2125,1828
"BFJEKD_07810",158,508,345,257,298,576,674,384,568,276,310
"BFJEKD_07815",148,498,201,153,141,316,302,190,297,184,139
"BFJEKD_07820",50,103,69,85,49,99,107,63,138,53,45
"BFJEKD_07825",104,192,78,132,51,133,163,89,199,87,93
"BFJEKD_07830",202,480,177,305,159,255,297,184,233,229,260
"BFJEKD_07835",113,873,472,179,488,227,206,231,166,561,243
"BFJEKD_07840",50,587,177,124,197,96,129,134,76,216,83
"BFJEKD_07845",70,638,166,135,252,119,126,137,163,330,126
"BFJEKD_07850",605,4355,732,486,1054,945,772,681,708,948,410
"BFJEKD_07855",400,1607,363,353,478,583,496,367,550,469,285
"BFJEKD_07860",106,461,101,70,154,215,179,103,136,161,81
"BFJEKD_07865",334,1276,638,457,818,1307,1125,617,579,705,442
"BFJEKD_07870",111,434,127,105,108,478,297,132,154,132,101
"BFJEKD_07875",336,795,141,187,102,378,420,140,274,94,159
"BFJEKD_07880",294,448,1065,776,1147,672,1137,1069,1212,1190,629
"BFJEKD_07885",61,127,86,171,98,90,101,82,335,86,82
"BFJEKD_07890",756,4239,1548,1091,2135,3239,2767,1608,1601,2027,886
"BFJEKD_07895",837,1488,1196,1083,1201,1372,1574,1490,962,1366,958
"BFJEKD_07900",734,3360,1232,968,1046,2300,2578,1364,604,1394,1003
"BFJEKD_07905",55,458,117,93,146,357,201,142,67,129,98
"BFJEKD_07910",493,1415,392,531,310,776,884,716,623,383,501
"BFJEKD_07915",148,514,1046,703,853,571,725,1348,332,914,684
"BFJEKD_07920",125,354,662,452,719,382,414,993,274,699,506
"BFJEKD_07925",82,251,364,270,435,296,350,920,168,508,309
"BFJEKD_07930",1707,3380,4736,2806,5067,4394,4721,10870,1787,4532,3944
"BFJEKD_07935",792,1691,7103,4602,6840,6341,5187,8610,11052,7546,2963
"BFJEKD_07940",1397,3129,7586,3629,5960,9221,9849,8543,13322,5139,3541
"BFJEKD_07945",3166,3459,4017,2465,3527,2291,3708,5358,4040,3003,2150
"BFJEKD_07950",11967,11172,82531,54835,44974,53171,61236,59198,23162,51220,51789
"BFJEKD_07955",935,4037,522,960,663,881,1122,488,1950,825,675
"BFJEKD_07960",477,4888,1844,824,1884,2113,1585,1536,685,2138,1380
"BFJEKD_07965",745,4698,1793,1198,1262,1941,2011,1326,2351,1337,1250
"BFJEKD_07970",1317,3350,1629,2375,1617,7893,7015,3039,3839,1594,1480
"BFJEKD_07975",1269,3847,1891,2926,2181,6818,5265,2531,4682,2008,1563
"BFJEKD_07980",3828,3033,3735,4550,2544,2078,3689,4305,7655,2693,2382
"BFJEKD_07985",35670,12658,6741,9499,15071,15475,14294,17243,6953,12893,9220
"BFJEKD_07990",132,522,424,307,410,200,251,261,249,482,239
"BFJEKD_07995",201,1205,460,369,1088,1044,512,435,394,1147,266
"BFJEKD_08000",111,1466,461,257,399,1080,1031,634,207,346,207
"BFJEKD_08005",4430,3546,1198,2825,1140,1742,3052,2569,5193,1230,1283
"BFJEKD_08010",78,519,73,171,54,229,225,138,188,81,118
"BFJEKD_08015",217,2190,310,363,259,812,624,726,362,337,889
"BFJEKD_08020",1722,3593,2821,3559,1486,1859,2958,3537,770,1729,5925
"BFJEKD_08025",554,727,1398,1427,1303,1151,1320,1247,2151,1533,1375
"BFJEKD_08030",301,514,1364,1037,1243,1787,2056,1480,1961,1434,878
"BFJEKD_08035",44158,37547,9910,35395,6550,4137,6998,9861,29124,9166,19207
"BFJEKD_08040",11560,6310,6774,10802,15774,7433,5615,7267,7012,11751,11235
"BFJEKD_08045",541,392,375,591,704,532,447,428,449,519,570
"BFJEKD_08050",24034,14448,16553,19630,12788,4588,8402,22111,14793,13572,16815
"BFJEKD_08055",3186,3922,8962,5808,5276,7942,10420,12289,5553,8545,7243
"BFJEKD_08060",62,151,359,279,227,309,364,478,165,380,285
"BFJEKD_08065",310,548,320,481,236,582,573,458,391,352,411
"BFJEKD_08070",218,551,666,556,688,921,679,501,846,847,434
"BFJEKD_08075",19716,47546,40394,26131,29271,102816,135462,96573,49226,21128,28443
"BFJEKD_08080",673,1812,840,710,625,5366,5021,2349,810,709,823
"BFJEKD_08085",148,197,134,110,96,502,396,231,326,70,130
"BFJEKD_08090",397,537,515,527,889,2419,2126,1218,822,778,430
"BFJEKD_08095",42,100,42,70,38,49,75,43,72,56,47
"BFJEKD_08100",1129,785,1613,1842,1106,843,1045,1723,888,1263,1884
"BFJEKD_08105",498,628,970,884,642,893,1339,1344,692,1028,951
"BFJEKD_08110",51,149,104,79,65,163,117,166,48,135,124
"BFJEKD_08115",91,244,195,109,156,275,211,274,186,206,168
"BFJEKD_08120",3801,4240,1324,1564,1560,991,866,1567,1684,1533,1664
"BFJEKD_08125",127,303,195,121,202,226,233,288,127,256,254
"BFJEKD_08130",143,68,51,178,35,37,38,41,188,55,69
"BFJEKD_08135",122,132,73,153,70,105,122,104,238,70,120
"BFJEKD_08140",8069,4936,8081,18816,9138,3741,5730,7155,21529,6248,10974
"BFJEKD_08145",1138,754,1275,4413,1580,612,895,937,4192,1569,2348
"BFJEKD_08150",2160,2837,2613,7210,2970,1223,1588,1885,5945,2402,4624
"BFJEKD_08155",1160,2207,1552,3549,1319,865,924,1239,3590,1387,2518
"BFJEKD_08160",407,2279,1226,1171,773,1073,1260,1407,1191,956,1136
"BFJEKD_08165",461,1323,1193,850,941,919,1498,1355,980,1042,887
"BFJEKD_08170",2445,1015,1385,616,2119,160,198,1072,350,1377,863
"BFJEKD_08175",199,1580,770,426,1065,1853,1178,1129,270,1145,679
"BFJEKD_08180",246,569,881,451,800,1662,1389,1086,243,668,640
"BFJEKD_08185",247,616,703,407,561,1432,1328,672,222,540,533
"BFJEKD_08190",358,1066,2135,1499,1343,2132,2512,1287,1779,1459,1010
"BFJEKD_08195",327,598,934,1170,1009,2191,2217,922,3747,1228,732
"BFJEKD_08205",27371,85078,17209,16269,14430,8088,12094,10444,15591,19132,27289
"BFJEKD_08210",863,1945,1766,1316,1087,650,743,1161,696,1870,4309
"BFJEKD_08215",446,272,779,886,631,149,358,527,1249,1342,658
"BFJEKD_08220",2027,1566,3032,1894,2845,407,1009,1839,2597,3700,1825
"BFJEKD_08225",87,174,170,113,186,73,209,166,91,257,193
"BFJEKD_08230",300,706,540,207,517,513,556,704,190,328,254
"BFJEKD_08235",20,60,57,31,90,36,52,52,38,92,39
"BFJEKD_08240",9,42,63,7,18,14,17,29,6,32,10
"BFJEKD_08245",100,128,139,92,119,42,41,62,82,89,85
"BFJEKD_08250",1510,1047,2385,2921,2521,1372,2949,2679,4715,2429,1845
"BFJEKD_08255",110,367,299,338,241,354,490,222,222,353,326
"BFJEKD_08260",142,335,215,138,165,197,256,219,63,173,161
"BFJEKD_08265",35,199,32,24,42,36,45,15,23,48,22
"BFJEKD_08270",214,566,120,88,107,143,153,105,131,84,74
"BFJEKD_08275",976,1498,855,1091,601,764,1354,979,1873,826,702
"BFJEKD_08280",4653,3468,110,655,360,85,132,280,4338,80,136
"BFJEKD_08285",1242,5432,2760,2092,1705,3396,6530,4366,3272,2570,2598
"BFJEKD_08290",171,779,566,349,405,761,1156,749,491,625,504
"BFJEKD_08295",114,234,204,189,410,266,248,205,136,513,190
"BFJEKD_08300",190,1101,848,536,1266,1730,1432,1050,914,1040,534
"BFJEKD_08305",354,454,1106,1005,976,1028,1511,1253,1807,1052,828
"BFJEKD_08310",168,315,433,362,418,321,413,426,358,651,395
"BFJEKD_08315",157,240,1177,749,846,512,950,750,963,1006,657
"BFJEKD_08320",633,951,941,587,882,773,1033,715,384,1043,784
"BFJEKD_08325",3088,2807,593,667,769,1128,927,863,513,715,1137
"BFJEKD_08335",571,466,201,413,201,694,549,309,540,218,276
"BFJEKD_08340",5421,4659,2341,7649,2228,4205,7983,5243,12923,3485,4226
"BFJEKD_08345",831,2632,718,1077,591,3048,2805,1164,2239,805,713
"BFJEKD_08350",90,891,209,153,231,280,225,154,311,189,128
"BFJEKD_08355",8469,3241,6267,6663,7570,5320,8732,9843,9059,8216,6762
"BFJEKD_08360",178,259,839,307,423,571,1120,1259,249,646,523
"BFJEKD_08365",351,520,543,438,484,850,1343,1140,370,553,501
"BFJEKD_08370",2576,2305,1950,3445,1205,1042,1326,1688,2400,1414,4112
"BFJEKD_08375",1638,2455,1755,1704,1134,1526,1817,2206,785,1292,3436
"BFJEKD_08380",1033,2843,802,788,559,965,966,1073,511,688,1112
"BFJEKD_08385",336,1399,498,482,392,786,771,684,432,396,456
"BFJEKD_08390",466,1932,524,1188,522,1478,1369,570,2160,457,547
"BFJEKD_08395",3368,3344,3967,10169,5751,4008,5509,4906,12077,5465,5692
"BFJEKD_08400",185,269,306,474,310,411,415,376,733,357,348
"BFJEKD_08405",1774,513,2963,2158,4283,4256,3270,2869,1433,3475,2149
"BFJEKD_08410",637,633,634,721,440,1040,1059,519,505,461,866
"BFJEKD_08415",173,1194,3531,926,3620,1811,1350,1265,572,3083,1105
"BFJEKD_08420",159,539,141,188,106,180,181,247,265,162,170
"BFJEKD_08425",1147,4196,2262,2394,2073,14740,7663,7122,2202,1839,2840
"BFJEKD_08430",1034,2646,1789,1996,947,10581,10056,3843,2195,1110,2226
"BFJEKD_08435",293,515,513,454,957,1715,1394,816,809,773,426
"BFJEKD_08440",3875,4234,4489,4506,5109,4467,6140,5285,6942,4466,3016
"BFJEKD_08445",130,304,175,203,170,266,362,209,234,244,194
"BFJEKD_08450",60,342,58,37,35,187,158,73,61,67,49
"BFJEKD_08455",160,712,977,191,565,793,1012,941,124,424,254
"BFJEKD_08460",669,1507,3047,685,1934,3164,2140,2075,1404,1687,581
"BFJEKD_08465",2117,4473,796,1177,808,1313,1659,1053,1597,686,873
"BFJEKD_08470",385,798,311,451,283,1210,961,270,964,246,335
"BFJEKD_08475",208,577,201,251,284,842,459,266,406,279,231
"BFJEKD_08480",1194,2153,1484,1421,1541,4995,3647,3079,1582,1553,1160
"BFJEKD_08485",312,712,1450,1037,675,978,1304,1507,657,813,1748
"BFJEKD_08490",610,2369,4140,3633,2130,635,1217,4620,3291,1248,4930
"BFJEKD_08495",90586,5105,8736,39650,14908,1771,2300,4332,12744,31379,29785
"BFJEKD_08500",276235,6579,43788,123113,68091,4671,7410,18916,36268,102859,107507
"BFJEKD_08505",1337,274,949,1493,886,129,113,112,644,981,625
"BFJEKD_08510",1282,648,1253,1377,1467,328,379,149,422,1633,596
"BFJEKD_08545",496,997,318,255,225,399,766,501,786,274,289
"BFJEKD_08550",18,14,28,17,17,49,35,39,41,23,23
"BFJEKD_08555",66,130,135,60,104,110,111,101,113,78,103
"BFJEKD_08560",67,200,245,180,173,217,204,185,240,165,206
"BFJEKD_08565",70,108,233,127,183,77,82,119,167,150,159
"BFJEKD_08570",101,257,298,147,252,78,82,177,176,180,244
"BFJEKD_08575",174,266,377,264,355,204,178,234,287,343,350
"BFJEKD_08580",55,112,65,56,94,72,66,47,41,89,73
"BFJEKD_08585",228,568,205,245,374,172,253,258,286,260,201
"BFJEKD_08590",320,718,496,446,603,768,768,527,698,565,382
"BFJEKD_08595",34,109,35,44,26,104,77,61,54,44,58
"BFJEKD_08600",56,179,332,691,297,247,368,505,195,299,963
"BFJEKD_08605",73,99,301,1093,404,293,440,596,418,389,1131
"BFJEKD_08610",618,560,1416,3203,1624,2458,2373,2845,1894,1309,3964
"BFJEKD_08615",93,179,397,149,399,238,239,273,124,312,232
"BFJEKD_08620",99,207,501,165,395,363,207,312,118,298,339
"BFJEKD_08625",1334,2451,4083,2131,2588,2839,3454,3220,2611,2379,2967
"BFJEKD_08630",1664,1004,7145,2791,5352,1555,2025,3943,2247,4965,4402
"BFJEKD_08635",659,529,3932,1337,2808,699,930,1469,1273,2358,1794
"BFJEKD_08640",866,689,3608,1594,3674,1403,1439,1547,1652,3117,1542
"BFJEKD_08645",1107,1224,2936,1830,3020,2262,2986,2381,2725,2463,1565
"BFJEKD_08650",57,110,112,78,97,210,191,132,115,59,67
"BFJEKD_08655",71,171,97,95,104,139,149,102,202,105,61
"BFJEKD_08660",93,328,185,146,165,292,275,204,335,158,124
"BFJEKD_08665",273,1434,231,397,207,521,632,314,890,217,261
"BFJEKD_08670",194,514,283,368,512,351,273,164,1757,492,162
"BFJEKD_08675",124,339,345,288,261,574,602,440,480,295,233
"BFJEKD_08680",413,256,1928,602,830,3998,4619,3841,310,718,1079
"BFJEKD_08685",1494,3694,25900,7530,21318,39756,35081,65293,4983,15456,14034
"BFJEKD_08690",93,593,1152,394,652,574,780,898,493,855,763
"BFJEKD_08695",86,799,558,136,390,386,451,415,187,319,312
"BFJEKD_08700",615,1346,826,726,705,951,1363,1084,1191,828,668
"BFJEKD_08705",324,259,216,276,227,336,450,319,539,257,216
"BFJEKD_08710",917,2492,837,782,587,1417,1539,1430,1444,685,809
"BFJEKD_08715",150,692,42,155,42,98,115,98,175,52,70
"BFJEKD_08720",10157,11277,584,2596,1124,607,914,1536,6745,657,972
"BFJEKD_08725",209,161,199,369,454,214,214,347,537,175,219
"BFJEKD_08730",531,309,285,242,222,324,371,386,293,266,273
"BFJEKD_08735",558,891,810,891,509,963,1582,922,1604,561,713
"BFJEKD_08740",1680,4616,2117,1848,1663,5336,7622,3690,2054,1458,1601
"BFJEKD_08745",547,1129,868,1132,1075,2818,1735,1424,1606,1330,814
"BFJEKD_08750",539,805,1154,810,749,552,456,705,1029,1088,576
"BFJEKD_08755",304,229,396,505,268,147,194,219,540,306,313
"BFJEKD_08760",927,3175,2661,3664,3347,6867,9369,4406,11203,3838,1966
"BFJEKD_08765",427,1475,2697,1936,2026,2607,2704,3268,1250,2430,1874
"BFJEKD_08770",337,793,701,649,609,891,997,979,782,616,652
"BFJEKD_08775",3761,5963,6160,5960,4319,4737,9826,10469,3758,5637,6007
"BFJEKD_08780",4410,5402,4719,10079,3052,5466,10041,7068,20673,3917,4680
"BFJEKD_08785",358,1093,1143,756,323,1966,2316,752,1199,311,509
"BFJEKD_08790",93,323,137,190,151,198,183,110,276,160,119
"BFJEKD_08795",5588,3407,1217,2477,1852,790,1143,748,2229,1361,3038
"BFJEKD_08800",1056,1713,1239,1127,2190,3038,2503,1816,1831,1759,1366
"BFJEKD_08805",4043,4540,7056,5917,6499,1687,2458,5340,10933,6002,4815
"BFJEKD_08810",643,1427,1522,1559,1470,1547,1616,1623,1950,927,2111
"BFJEKD_08815",3991,8627,10853,5863,14517,8075,8416,9426,6535,12818,6451
"BFJEKD_08820",9650,26832,18919,7988,28177,13724,13409,18627,8543,21780,10987
"BFJEKD_08825",545,397,421,404,553,672,623,560,913,541,322
"BFJEKD_08830",155,162,194,179,257,232,202,189,338,308,79
"BFJEKD_08835",26,60,57,38,103,150,76,71,101,83,38
"BFJEKD_08840",72,339,123,105,135,661,410,257,138,154,82
"BFJEKD_08845",7,152,30,31,21,86,30,68,9,38,35
"BFJEKD_08850",131,1034,257,233,314,568,443,498,162,371,309
"BFJEKD_08855",769,2696,1305,1326,1038,1325,1987,2178,650,1411,1516
"BFJEKD_08860",233,671,509,492,680,869,766,616,846,836,456
"BFJEKD_08865",361,267,757,887,671,649,936,621,644,638,751
"BFJEKD_08870",5143,1988,3628,6667,3396,2630,3168,4154,5266,3591,6046
"BFJEKD_08875",636,874,1273,913,1079,1048,1427,1483,1149,893,880
"BFJEKD_08880",511,584,893,826,870,520,963,1236,1177,492,524
"BFJEKD_08885",1723,2854,4964,3483,8658,7212,5164,3695,5997,7856,2768
"BFJEKD_08890",149,120,68,161,79,104,176,90,215,106,96
"BFJEKD_08895",142,146,160,171,130,143,239,129,220,148,145
